Title,Language,IMDb Rating,Running Time,Year of Release,Maturity Rating,Plot,hdr,uhd,subtitles,len_subtitles,len_audio,starring,directors,Title Type,Genre1,Genre2,Genre3,Original or Licensed,Trailer Available,# of Dubbing Languages,# of Subtitle Languages
Batla House,Hindi,7.2,139,2019,13+,An action thriller based on the 2008 police encounter in Delhi's Batla House.,,,,,,,,Movie,Action, International, Drama,Licensed,Yes,1,12
Super Bheem Dream Catcher,Hindi,6.2,66,2017,7+,"Chal Chaya wreaks havoc in the universe by making everyone’s dreams come true. Super Bheem has to save his friends, from falling in the thoughts of evil and remind them of will power.",,,,,,,,Movie,Kids,International,,Licensed,No,1,1
CHI-RAQ,English,5.7,126,2015,18+,"Directed by the critically acclaimed filmmaker Spike Lee, Chi-Raq is a modern day adaptation of the ancient Greek play “Lysistrata” by Aristophanes. After the murder of a child by a stray bullet, a group of women led by Lysistrata organize against the on-going violence in Chicago’s Southside creating a movement that challenges the nature of race, sex and violence in America and around the world.",,,,,,,,Movie,Drama,,,Original,Yes,1,23
Thugs Of Hindostan (Hindi),Hindi,4.1,164,2018,16+,A story about one man’s love for his nation and another’s love for power. An epic adventure filled with edge-of-the-seat thrills and war on the seas.,,,,,,,,Movie,Drama, Suspense, International,Licensed,Yes,1,21
Bharat Ane Nenu,Telugu,7.7,168,2018,13+,Bharath (Mahesh Babu) who comes down to attend the sudden demise of his father who was the Chief Minister of Andhra Pradesh is forced to become the CM himself. He is not happy with the way government is functioning in the state and wants to bring in monumental changes in it’s operations. The number of people opposing him only grows day by day forcing him to take a few strong decisions.,,,,,,,,Movie,International, Suspense, Drama,Licensed,Yes,1,11
Uma,Bengali,7.3,146,2018,13+,"Based on the true incident of Evan Leversage, known across the globe as The Boy Who Moved Christmas, “Uma” directed by Srijit Mukherji, is a story about a young girl who is fighting a terminal disease, a father who is struggling to make his daughter's dreams come true and about a director, whose past haunts him.",,,,,,,,Movie,Drama, International,,Licensed,Yes,1,4
Get Duked!,English,6.2,86,2020,16+,"Get Duked is an anarchic, hip-hop inspired comedy that follows four city boys on a wilderness trek as they try to escape a mysterious huntsman.",,,,,,,,Movie,Comedy, Young Adult Audience, Adventure,Original,No,9,29
Forrest Gump,English,8.8,142,1994,13+,"Tom Hanks gives an astonishing performance as Forrest, an everyman whose simple innocence comes to embody a generation.",,,,,,,,Movie,Drama, Comedy,,Licensed,Yes,13,26
Whistle,Tamil,5.5,153,2003,13+,"Jeeva (Vikramaditya) is the editor of the college magazine. Both Anjali (Gayatri Raghuram) and Maya (Sherin) fall for him. But Jeeva leans towards Anjali. Naga, the spirit of a woman killed centuries ago, haunts the college. Students begin to vanish mysteriously. Their disappearance is attributed to Naga. How the Naga mystery is solved forms the rest of the story.",,,,,,,,Movie,Sports, International, Drama,Licensed,Yes,1,8
Dia,Kannada,8.1,135,2020,All,"Dia tells the story of a young, introvert girl whose routine life brightens up when she falls for Rohith, one of her fellow college mates. Being an introvert girl and trying to express her love becomes the biggest challenge of her life.",,,,,,,,Movie,International, Romance, Drama,Licensed,Yes,1,7
Putham Pudhu Kaalai,Tamil,6.9,129,2020,16+,"Putham Pudhu Kaalai is an anthology that brings together 5 of the most celebrated directors in Tamil cinema – Sudha Kongara, Gautham Menon, Suhasini Mani Ratnam, Rajiv Menon, and Karthik Subbaraj, featuring stories of love, new beginnings, second chances, and a glimmer of hope – set and filmed in the times of the COVID-19 lockdown.",,,,,,,,Movie,Drama,,,Original,Yes,1,2
Scouts Guide to the Zombie Apocalypse,English,6.3,92,2015,18+,"Three scouts and lifelong friends join forces with one badass cocktail waitress to become the world’s most unlikely team of heroes. When their peaceful town is ravaged by a zombie invasion, they’ll fight for the badge of a lifetime and put their scouting skills to the test to save mankind from the undead.",,,,,,,,Movie,Horror, Comedy,,Licensed,Yes,5,19
The Gruffalo’s Child,Hindi,None,26,2011,All,"A half hour animated film based on the classic children’s picture book written by Julia Donaldson and illustrated by Axel Scheffler, The Gruffalo’s Child tells the delightful tale of a little Gruffalo who ignores her father’s warnings and tiptoes out into the snow in search of the Big Bad Mouse.",,,,,,,,Movie,Kids,,,Licensed,No,16,10
Legend,English,6.9,131,2015,18+,Identical twins Reggie and Ronnie Ray rise through the ranks of the criminal underworld to become two of England's most dreaded gangsters.,,,,,,,,Movie,Fantasy,,,Licensed,No,2,1
Into The Wild,English,8.1,148,2007,18+,"After graduating from Emory University in 1992, top student and athlete Christopher McCandless abandons his possessions, gave his entire $24,000 savings account to charity and hitchhiked to Alaska to live in the wilderness.",,,,,,,,Movie,Action, Drama,,Licensed,Yes,9,27
Chandigarh Amritsar Chandigarh,Punjabi,7.4,106,2019,All,A girl from Chandigarh who comes to Amritsar with the intention of rejecting a prospective groom but ends up spending the day with a complete stranger.,,,,,,,,Movie,Romance, International, Drama,Licensed,Yes,1,11
13 Hours: The Secret Soldiers of Benghazi,English,7.3,144,2016,18+,"From director Michael Bay, 13 HOURS is the gripping true story of six elite ex-military operators assigned to protect the CIA who fought back against overwhelming odds when terrorists attacked a U.S. diplomatic compound on September 11, 2012.",,,,,,,,Movie,Drama,,,Licensed,Yes,7,24
Brochevaruevarura,Telugu,8,138,2019,All,"This is the story of 'R3 batch' consisting of Rocky, Rambo and Rahul, three friends who keep failing every year and are stuck with studying inter.",,,,,,,,Movie,Drama, International,,Licensed,Yes,1,10
Aaha Kalyanam (Telugu Dubbed),Telugu,None,141,2014,13+,"Shruti (Vaani Kapoor) and Shaktivel (Nani) decide to start a wedding planning business together. The rules however are clear: Business and romance can never go hand in hand. And while trying to find themselves, they discover each other and realize that the rule book cannot be followed always.",,,,,,,,Movie,International, Comedy,,Licensed,No,1,3
The Purge,Hindi,5.7,85,2013,18+,"From the producer of Paranormal Activity and starring Ethan Hawke, comes an inventive thriller that dares you to survive the most dangerous night in America when all crime is legal.",,,,,,,,Series,Suspense, Horror, Drama,Licensed,No,14,25
Afsar,Punjabi,4.4,126,2018,13+,"Jaspal, a mid level civil servant, falls in love with Harman, a school teacher, and wants to marry her. Harman's father withholds his consent because he wants his daughter to marry a lower ranked civil servent and pressures Jaspal to do whatever it takes to achieve it.",,,,,,,,Movie,Drama, Romance,,Licensed,Yes,1,1
NTR: Kathanayakudu,Telugu,5.7,166,2019,All,The journey of Nandamuri Tarakarama Rao from a government Sub-Registrar to becoming a Superstar in Telugu Cinema and his motivation to enter politics.,,,,,,,,Movie,Drama, International, Action,Licensed,Yes,1,7
Kaala Patthar,Hindi,7.7,171,1979,All,"When disaster strikes, three men stand up to fight for the coal miners. Vijay (Amitabh Bachchan) a disgraced ex-naval officer is now working in the coal mine. Ravi (Shashi Kapoor) is an engineer in charge of the doomed project. Mangal (Shatrughan Sinha) is an escaped convict who finds shelter at the coal mine. KAALA PATTHAR is inspired by a true mining tragedy in Bihar.",,,,,,,,Movie,Drama, International,,Licensed,Yes,1,2
A Beautiful Mind,English,8.2,135,2001,13+,"A Beautiful Mind stars Russell Crowe as brilliant mathematician John Nash, on the brink of international acclaim when he becomes entangled in a conspiracy. Now only his devoted wife can help him in this powerful story of courage and triumph.",,,,,,,,Movie,Drama,,,Licensed,Yes,13,27
Love & Other Drugs,English,6.7,112,2010,18+,A womanizing Pfizer drug rep with no sense of direction or responsibility falls in love with a young woman afflicted with Parkinson's...,,,,,,,,Movie,Drama, Romance,,Licensed,Yes,8,25
Fight Club,English,8.8,43,2020,13+,"Martial arts guru and television host Chris Crudelli is headed to the birthplace of capoeira, an Afro-Brazilian martial art that combines elements of dance, acrobatics, and music. Chris has one week to master the art developed by enslaved Africans in Brazil at the beginning of the 16th century, before he can take on the local champion in a full contact fight.",,,,,,,,Movie,Suspense, Drama,,Licensed,Yes,1,1
Bhoomi,Hindi,5.3,133,2017,13+,A revenge drama that centers on the relationship between a father and daughter.,,,,,,,,Movie,International, Drama,,Licensed,Yes,1,6
Mission: Impossible,English,7.1,110,1996,7+,"Ethan Hunt, a secret agent, is framed for the deaths of his espionage team and attempts to flee government assassins after him. He races against the clock in order to discover the truth.",,,,,,,,Movie,Action,,,Licensed,No,1,1
7500,English,6.3,92,2020,16+,"When terrorists try to seize control of a Berlin-Paris flight, a soft-spoken young American co-pilot struggles to save the lives of the passengers and crew while forging a surprising connection with one of the hijackers.",,,,,,,,Movie,Drama, Suspense,,Licensed,No,8,27
Ab aani Cd,Marathi,6.6,118,2020,All,"Chandrakant Deshpande(CD), a retired art teacher lives with his family of two sons, daughters-in-law, and grandchildren. He faces the harsh realities of a pensioner in his day to day life but circumstances suddenly change when everyone comes to know that he is the classmate of the Bollywood legend Amitabh Bachchan(AB).",,,,,,,,Movie,Comedy, Drama,,Licensed,Yes,1,1
Saaho (Tamil),Tamil,5.2,169,2019,13+,"After many innocents become scapegoats in a mind boggling robbery, an undercover super cop is summoned to the city. While the investigation progresses, dark secrets about one of the biggest mafias of the world surfaces but with a bundle of mysteries attached.",,,,,,,,Movie,Action, International,,Licensed,Yes,1,7
Sye Raa Narasimha Reddy (Tamil),Tamil,7.4,169,2019,13+,"This film is about the first revolt of any kind (1847) against the British Raj in India anchored by Uyyalawada Narasimha Reddy aka Lion of Renadu (A region in Rayalaseema- Andhra Pradesh), nickname with which he was fondly called by his followers.",,,,,,,,Movie,Action,,,Licensed,Yes,1,7
Brazil,English,7.9,142,1985,18+,Ordinary people try to hang on to their individuality and remain human in a fantastic future governed by inept bureaucracy where clerical errors desTroy lives and terrorists strike with impunity.,,,,,,,,Movie,Comedy, Drama, Fantasy,Licensed,Yes,9,21
Dakuaan Da Munda,Punjabi,7.9,140,2018,13+,"Based on the autobiography, Dakkuan da Munda, the film revolves around the ups and downs in the life of Mintu Gurusariya a famous writer and journalist as he falls into the world of drugs and crime.",,,,,,,,Movie,Suspense, Drama,,Licensed,Yes,1,2
Bohemian Rhapsody,English,8,134,2018,13+,"Bohemian Rhapsody celebrates the band Queen, their music, and their extraordinary lead singer Freddie Mercury, who defied convention to become one of the most beloved entertainers ever.",,,,,,,,Movie,Drama,,,Licensed,Yes,9,21
Guilty By Suspicion,English,6.5,104,1991,16+,"Set in hollywood during the early 1950s, a director faces investigation from the McCarthyite committees hunting for communist sympathizers. Although hes made compromises to advance his career, he wont compromise his friends to save it. Dire results ensue from his refusal to cooperate with the committee.",,,,,,,,Movie,Drama,,,Licensed,Yes,1,1
Katheyondu Shuruvagide,Kannada,7.4,132,2018,13+,"A young resort owner, Tarun, is going through a rough time and tries to deal with disappointments, failures, and struggles of his life. In the process of doing so, he strikes up a great bond with a resort guest, Tanya. Will this bond help them to find a new meaning of love and life?",,,,,,,,Movie,International, Romance, Comedy,Licensed,Yes,1,9
